T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
212793, -166, 1707, -467, -336070, 122500, 437570
212813, -132, 1832, -454, -221970, 26390, 298830
212833, -154, 1724, -401, -65030, -21070, 218890
212853, -191, 1419, -354, -96600, -10710, 293090
212873, -179, 1100, -288, -227150, -2100, 407960
212893, -145, 910, -227, -242620, -38080, 423780
212913, -122, 833, -186, -115640, -108290, 329000
212933, -110, 773, -163, 19530, -183120, 207200
212953, -100, 652, -141, 64820, -240940, 137480
212973, -101, 526, -119, 38430, -274470, 137340
212993, -107, 442, -106, 6230, -292180, 171710
213013, -127, 450, -105, 6440, -310240, 194320
213033, -165, 571, -119, 35000, -342930, 175560
213053, -207, 790, -171, 62090, -402640, 100520
213073, -214, 1047, -275, 39760, -496090, -25270
213093, -181, 1232, -395, -66010, -597310, -142170
213113, -162, 1292, -438, -207270, -650090, -161700
213133, -195, 1388, -394, -266000, -619570, -50260
213153, -267, 1602, -381, -181370, -519260, 202300
213173, -297, 1850, -511, -319060, -574140, 202930
213193, -268, 1839, -641, -491260, -639590, 215390
213213, -225, 1738, -597, -418320, -629860, 307230
213233, -231, 1702, -457, -145880, -569450, 409150
213253, -266, 1607, -396, -34440, -541450, 462350
213273, -278, 1312, -399, -141470, -559790, 501340
213293, -237, 1015, -356, -181090, -584010, 535150
213313, -191, 848, -295, -19110, -600250, 509320
213333, -176, 797, -253, 193550, -623910, 407610
213353, -178, 758, -235, 280350, -660240, 291690
213373, -178, 651, -223, 231490, -691180, 227920
213393, -176, 536, -203, 145950, -702730, 223090
213413, -184, 477, -190, 96110, -702590, 236250
213433, -198, 540, -193, 78610, -706580, 232260
213453, -220, 738, -237, 49700, -721560, 210630
213473, -226, 912, -316, -28910, -739060, 203280
213493, -219, 980, -369, -132930, -734300, 256410
213513, -210, 1012, -367, -166740, -687260, 376250
213533, -212, 1116, -338, -76370, -612220, 503020
213553, -225, 1295, -324, 65100, -550900, 564830
213573, -234, 1453, -377, 129010, -536550, 546840
213593, -198, 1515, -458, 96460, -554820, 502390
213613, -160, 1546, -471, 112700, -555800, 480620
213633, -158, 1635, -438, 274750, -525420, 452130
213653, -167, 1611, -405, 434280, -507010, 370230
213673, -157, 1422, -400, 411390, -523740, 269920
213693, -142, 1184, -379, 294490, -540610, 210490
213713, -147, 1069, -340, 273000, -536620, 170170
213733, -157, 1030, -302, 337260, -535010, 97440
213753, -149, 978, -280, 349300, -552650, 5180
213773, -131, 861, -262, 254800, -570780, -48930
213793, -113, 714, -233, 124460, -562380, -35280
213813, -103, 594, -199, 45220, -525770, 20090
213833, -97, 582, -182, 32970, -479990, 72240
213853, -97, 683, -193, 48860, -439740, 103320
213873, -95, 822, -224, 52640, -404950, 126560
213893, -101, 889, -251, 27860, -364700, 169680
213913, -113, 932, -264, -6580, -309050, 247030
213933, -119, 1011, -266, -7490, -243250, 332430
213953, -125, 1148, -280, 44450, -184730, 382130
213973, -122, 1348, -321, 123270, -148680, 373380
213993, -115, 1526, -380, 178150, -136430, 324660
214013, -117, 1627, -424, 167930, -89040, 310870
214033, -129, 1645, -414, 196000, -29470, 357210
214053, -138, 1627, -379, 253960, 11900, 354550
214073, -126, 1550, -358, 274750, 8890, 281470
214093, -102, 1446, -358, 239260, -9730, 203140
214113, -91, 1332, -347, 203700, 1260, 183890
214133, -99, 1182, -295, 207200, 43400, 209020
214153, -106, 1031, -233, 223090, 80430, 218610
214173, -104, 866, -180, 209790, 83510, 176680
214193, -89, 708, -147, 163240, 58170, 99050
214213, -74, 588, -129, 108920, 29820, 24430
214233, -63, 537, -124, 66920, 16310, -24360
214253, -66, 583, -134, 37730, 18550, -47740
214273, -80, 691, -155, 11690, 29750, -54740
214293, -92, 764, -165, -23520, 40040, -59220
214313, -102, 821, -180, -70210, 38220, -81200
214333, -110, 923, -213, -114100, 19390, -135800
214353, -112, 1078, -263, -139440, -7560, -215250
214373, -106, 1269, -319, -144550, -25060, -288330
214393, -104, 1432, -362, -143850, -17010, -318220
214413, -115, 1523, -380, -155260, 16590, -296940
214433, -132, 1567, -392, -177520, 51170, -268870
214453, -144, 1627, -409, -181930, 60830, -292250
214473, -133, 1639, -414, -149730, 50190, -365120
214493, -116, 1532, -387, -110390, 51730, -416500
214513, -111, 1372, -355, -102410, 84420, -398020
214533, -116, 1223, -322, -113050, 130900, -346010
214553, -123, 1106, -293, -100870, 166530, -318570
214573, -121, 1027, -266, -54040, 185780, -326900
214593, -107, 927, -236, -3290, 199640, -338870
214613, -95, 793, -203, 15470, 219590, -322840
214633, -84, 651, -174, -2660, 248360, -276290
214653, -82, 569, -161, -35630, 280840, -218330
214673, -90, 632, -180, -63770, 312270, -165340
214693, -102, 788, -222, -85120, 342580, -117110
214713, -118, 838, -239, -113820, 373660, -63490
214733, -129, 859, -248, -163240, 402290, -7000
214753, -133, 927, -264, -221200, 415030, 21490
214773, -130, 1078, -298, -263620, 405370, 1960
214793, -126, 1248, -340, -281400, 381990, -53270
214813, -123, 1392, -382, -292110, 360150, -111230
214833, -122, 1462, -416, -324590, 351050, -142380
214853, -131, 1474, -429, -376180, 353500, -149660
214873, -144, 1498, -414, -348740, 355950, -216860
214893, -146, 1499, -384, -272580, 345730, -286510
214913, -132, 1406, -358, -244300, 333340, -340760
214933, -122, 1273, -350, -261240, 330960, -362390
214953, -122, 1138, -337, -251650, 347130, -358400
214973, -135, 1015, -300, -182700, 376390, -343000
214993, -143, 922, -255, -92750, 402920, -326480
